,id,tweet,label,text
6956,705,A video allegedly showing a man spitting on the bread slices is being shared with a communal spin in India.,1,A video allegedly showing a man spitting on the bread slices is being shared with a communal spin in India.
1563,542,The change avails #remdesivir to any hospitalized #COVID19 patients not just the severely ill. https://t.co/5V8phCNrJG,0,The change avails #remdesivir to any hospitalized #COVID19 patients not just the severely ill. https://t.co/5V8phCNrJG
6729,1542,This week our focus is to ramp up testing in the country focusing on 2 key groups: 1. Contacts of cases with fever &amp; respiratory tract symptoms in a contact. 2. People with fever &amp; respiratory tract symptoms of unknown cause Thread by DG @Chikwe_I on our goal for the week👇🏿 https://t.co/rFU6FtPjBE,0,This week our focus is to ramp up testing in the country focusing on 2 key groups: 1. Contacts of cases with fever &amp; respiratory tract symptoms in a contact. 2. People with fever &amp; respiratory tract symptoms of unknown cause Thread by DG @Chikwe_I on our goal for the week👇🏿 https://t.co/rFU6FtPjBE
5866,2324,"U.S. President Donald Trump tweeted that Barack Obama ""had 8 years to prepair the next president for a pandemic and he failed.""",1,"U.S. President Donald Trump tweeted that Barack Obama ""had 8 years to prepair the next president for a pandemic and he failed."""
1979,2011,As of today there are 14663 active #COVID19 cases and 40 #COVID Testing labs in #Telangana: https://t.co/LmIAabLMJI #COVID__19 #Covid_19 #COVIDー19 #CoronaUpdates #CoronavirusIndia #CoronaVirusUpdates #coronavirus #COVIDUpdates https://t.co/VrWwuIhoWq,0,As of today there are 14663 active #COVID19 cases and 40 #COVID Testing labs in #Telangana: https://t.co/LmIAabLMJI #COVID__19 #Covid_19 #COVIDー19 #CoronaUpdates #CoronavirusIndia #CoronaVirusUpdates #coronavirus #COVIDUpdates https://t.co/VrWwuIhoWq
1883,5823,Florida Man Warns New Yorkers https://t.co/tUl8VSIMem #newyork #coronavirus #florida #warning #quarantine,1,Florida Man Warns New Yorkers https://t.co/tUl8VSIMem #newyork #coronavirus #florida #warning #quarantine
438,278,This year Election Night could be chaotic. In addition to coping with an unprecedented number of mail ballots COVID requires election officials to provide clean socially distanced in-person voting and grapple with a likely shortage of election workers. https://t.co/ZTe3utWuFp,1,This year Election Night could be chaotic. In addition to coping with an unprecedented number of mail ballots COVID requires election officials to provide clean socially distanced in-person voting and grapple with a likely shortage of election workers. https://t.co/ZTe3utWuFp
5379,1482,"What is stated below is incorrect. The guidelines recommend against the chloroquine drugs for every Covid indication.

16 of the co-authors have been on Gilead’s payroll. Gilead was just fined again,today for Medicare fraud

Gilead owns remdesivir And HCQ is it’s major competitor https://t.co/Vv3l3rCGvJ",1,"What is stated below is incorrect. The guidelines recommend against the chloroquine drugs for every Covid indication.

16 of the co-authors have been on Gilead’s payroll. Gilead was just fined again,today for Medicare fraud

Gilead owns remdesivir And HCQ is it’s major competitor https://t.co/Vv3l3rCGvJ"
7917,6383,Yesterday our laboratories nationally processed 9470 tests for COVID-19 bringing the total number of tests completed to date to 807460. ​ ​ Our total number of confirmed cases of COVID-19 is now 1416 which is the number we report to the World Health Organization.,0,Yesterday our laboratories nationally processed 9470 tests for COVID-19 bringing the total number of tests completed to date to 807460. ​ ​ Our total number of confirmed cases of COVID-19 is now 1416 which is the number we report to the World Health Organization.
7141,1181,Coronavirus: More than half of COVID-19 patients experience ongoing fatigue study finds https://t.co/8guptuYXld,0,Coronavirus: More than half of COVID-19 patients experience ongoing fatigue study finds https://t.co/8guptuYXld
6844,938,"Masks can be effective in stopping the spread of #COVID19 but they're no ""magic ingredient"". Here's what the experts say: https://t.co/VvtjCr9FVs #qanda #factcheck #coronavirusfacts #datoscoronavirus",1,"Masks can be effective in stopping the spread of #COVID19 but they're no ""magic ingredient"". Here's what the experts say: https://t.co/VvtjCr9FVs #qanda #factcheck #coronavirusfacts #datoscoronavirus"
2534,970,#IndiaFightsCorona Focused &amp; coordinated containment widespread testing combined with supervised isolation and effective treatment have resulted in increasing recovery rates and steadily falling case mortality. These have ensured declining percentage active cases. https://t.co/nd6hQeJMGW,0,#IndiaFightsCorona Focused &amp; coordinated containment widespread testing combined with supervised isolation and effective treatment have resulted in increasing recovery rates and steadily falling case mortality. These have ensured declining percentage active cases. https://t.co/nd6hQeJMGW
8242,2997,“As we are all aware Lagos and Abuja have the majority of confirmed cases in Nigeria. Our focus therefore remains to urgently and drastically contain these cases and to support other states and regions in the best way we can.” @MBuhari on #COVID19Nigeria,0,“As we are all aware Lagos and Abuja have the majority of confirmed cases in Nigeria. Our focus therefore remains to urgently and drastically contain these cases and to support other states and regions in the best way we can.” @MBuhari on #COVID19Nigeria
373,925,NEWS! Celebrity genuinely believes anyone gives a shit about their ‘lockdown recommendations’ https://t.co/zlTdrN9bj4 https://t.co/J6DqfC6tom,1,NEWS! Celebrity genuinely believes anyone gives a shit about their ‘lockdown recommendations’ https://t.co/zlTdrN9bj4 https://t.co/J6DqfC6tom
4952,3016,As we celebrate #EidAlAdha remember to limit the spread of #COVID19 around you; ✅Avoid sharing personal items ✅Wear a face mask ✅Observe physical distancing ✅Wash your hands often ✅Sneeze/cough into bent elbow Let's celebrate Sallah safely. #TakeResponsibility https://t.co/TLUa5u9Q69,0,As we celebrate #EidAlAdha remember to limit the spread of #COVID19 around you; ✅Avoid sharing personal items ✅Wear a face mask ✅Observe physical distancing ✅Wash your hands often ✅Sneeze/cough into bent elbow Let's celebrate Sallah safely. #TakeResponsibility https://t.co/TLUa5u9Q69
3434,778,@BrianStryker Totally agree that hospitalization numbers are extremely uneven. We're gonna put out a statement about this on Monday now that we've been capturing this data for long enough to see some trends. -@alexismadrigal,0,@BrianStryker Totally agree that hospitalization numbers are extremely uneven. We're gonna put out a statement about this on Monday now that we've been capturing this data for long enough to see some trends. -@alexismadrigal
6787,4157,We'll be launching an updated site around 12pm ET. Prepare for some instability for a few minutes and then a new improved experience. Our website team has put in major work here. We're so appreciative of their efforts. https://t.co/USaoxZmxrz,0,We'll be launching an updated site around 12pm ET. Prepare for some instability for a few minutes and then a new improved experience. Our website team has put in major work here. We're so appreciative of their efforts. https://t.co/USaoxZmxrz
2226,4925,"Drink Camel Urine To Cure Coronavirus, Prophetic Medicine Man Says",1,"Drink Camel Urine To Cure Coronavirus, Prophetic Medicine Man Says"
7961,1142,This is a really good and common question. Here's why we don't: for some states we could. For others we could not. This is dependent on what the state shares. The aggregate picture undoubtedly shows a positive rate that is too high. And it's hard to quantify the uncertainty. https://t.co/PhAVEYXsoc,0,This is a really good and common question. Here's why we don't: for some states we could. For others we could not. This is dependent on what the state shares. The aggregate picture undoubtedly shows a positive rate that is too high. And it's hard to quantify the uncertainty. https://t.co/PhAVEYXsoc
1784,1333,How do you feel when you see a WhatsApp forward that contains some chilling details? Do you feel curious enough to check what's the truth or you just forward it further so others also know? Verify before forwarding and tell the sender #MainBhiNewschecker. #CoronavirusFacts https://t.co/A8J4N0zexf,1,How do you feel when you see a WhatsApp forward that contains some chilling details? Do you feel curious enough to check what's the truth or you just forward it further so others also know? Verify before forwarding and tell the sender #MainBhiNewschecker. #CoronavirusFacts https://t.co/A8J4N0zexf
6067,6310,Taiwanese president and former president were infected. The former president died.,1,Taiwanese president and former president were infected. The former president died.
2770,2299,Today I’m honoured to welcome Mark Lowcock @UNReliefChief to present the Global Humanitarian Response Plan update. The GHRP addresses the immediate humanitarian needs caused or exacerbated by #COVID19 in 63 priority countries with existing humanitarian crises-@DrTedros,0,Today I’m honoured to welcome Mark Lowcock @UNReliefChief to present the Global Humanitarian Response Plan update. The GHRP addresses the immediate humanitarian needs caused or exacerbated by #COVID19 in 63 priority countries with existing humanitarian crises-@DrTedros
8318,3146,193 new cases of #COVID19; 58-Lagos 46-Kano 35-Jigawa 12-Yobe 9-FCT 7-Ogun 5-Plateau 5-Gombe 4-Imo 3-Edo 3-Kwara 3-Borno 1-Bauchi 1-Nasarawa 1-Ondo 5162 cases of #COVID19 in Nigeria Discharged: 1180 Deaths: 167 https://t.co/HCuipTKg6Y,0,193 new cases of #COVID19; 58-Lagos 46-Kano 35-Jigawa 12-Yobe 9-FCT 7-Ogun 5-Plateau 5-Gombe 4-Imo 3-Edo 3-Kwara 3-Borno 1-Bauchi 1-Nasarawa 1-Ondo 5162 cases of #COVID19 in Nigeria Discharged: 1180 Deaths: 167 https://t.co/HCuipTKg6Y
5375,5779,"“My Single Mother Neighbour Just Bought A Ferrari With Her Covid-19 Payment, It’s A Disgrace!” https://t.co/UqLYx3IWeo",1,"“My Single Mother Neighbour Just Bought A Ferrari With Her Covid-19 Payment, It’s A Disgrace!” https://t.co/UqLYx3IWeo"
3365,5977,Five reasons Brits would have defeated coronavirus if it wasn’t for the meddling EU https://t.co/Iy5QyW4gU3,1,Five reasons Brits would have defeated coronavirus if it wasn’t for the meddling EU https://t.co/Iy5QyW4gU3
4407,4810,We now have 78 active cases - 58 are from the community outbreak and 20 are imported cases in quarantine. ​ ​ 86 people linked to the cluster have been moved to a quarantine facility including 36 people who have tested positive and household contacts.,0,We now have 78 active cases - 58 are from the community outbreak and 20 are imported cases in quarantine. ​ ​ 86 people linked to the cluster have been moved to a quarantine facility including 36 people who have tested positive and household contacts.
2306,2039,"CDC says coronavirus spreads mainly in the air, through respiratory aerosols and droplets https://t.co/9RbHe5PlLa",1,"CDC says coronavirus spreads mainly in the air, through respiratory aerosols and droplets https://t.co/9RbHe5PlLa"
5590,1289,The Bombay High Court in Mumbai City has extended the lockdown in the state of Maharashtra till April 30 2020.,1,The Bombay High Court in Mumbai City has extended the lockdown in the state of Maharashtra till April 30 2020.
6793,2054,BREAKING: The number of people in the UK who have tested positive for #coronavirus has increased by 3330 in 24 hours official figures show. More on this breaking story here: https://t.co/2TaEysesH9 https://t.co/2ie6SynUfI,0,BREAKING: The number of people in the UK who have tested positive for #coronavirus has increased by 3330 in 24 hours official figures show. More on this breaking story here: https://t.co/2TaEysesH9 https://t.co/2ie6SynUfI
4518,1296,NEW: During a visit to the state Joe Biden mistook Michigan’s COVID-19 numbers for military toll. https://t.co/9yVuLk7YDD https://t.co/HMO34SAPCB,1,NEW: During a visit to the state Joe Biden mistook Michigan’s COVID-19 numbers for military toll. https://t.co/9yVuLk7YDD https://t.co/HMO34SAPCB
6330,1958,#IndiaFightsCorona: A total of 1172 deaths have been registered in the past 24 hours. 32% of deaths reported yesterday are from Maharashtra with 380 deaths followed by Karnataka with 128 deaths and Tamil Nadu with 78 deaths. Details : https://t.co/3qjaXVOvyn #StaySafe https://t.co/FSdGSiPDmP,0,#IndiaFightsCorona: A total of 1172 deaths have been registered in the past 24 hours. 32% of deaths reported yesterday are from Maharashtra with 380 deaths followed by Karnataka with 128 deaths and Tamil Nadu with 78 deaths. Details : https://t.co/3qjaXVOvyn #StaySafe https://t.co/FSdGSiPDmP
4631,1563,New confirmed cases of COVID-19 in Kolkatta reported by Press Trust of India.,1,New confirmed cases of COVID-19 in Kolkatta reported by Press Trust of India.
8537,2026,Update from @minhealthnz: Today there are no new cases of COVID-19 to report. It has now been 86 days since the last case of COVID-19 was acquired locally from an unknown source.,0,Update from @minhealthnz: Today there are no new cases of COVID-19 to report. It has now been 86 days since the last case of COVID-19 was acquired locally from an unknown source.
1541,713,Meghan Markle Insists That Prince Harry Does Not Have The Coronavirus – Says It’s Just The Sniffy Sni� https://t.co/mP9jd5xOhX #mileycyrus,1,Meghan Markle Insists That Prince Harry Does Not Have The Coronavirus – Says It’s Just The Sniffy Sni� https://t.co/mP9jd5xOhX #mileycyrus
2223,2853,A spike in COVID-19 cases in the U.S. seen in June 2020 is due to increased testing.,1,A spike in COVID-19 cases in the U.S. seen in June 2020 is due to increased testing.
322,655,As of today #Bihar districts with the highest active #COVID19 cases are: ▪️ #Patna: 3863 Cases ▪️ #Bhagalpur: 954 Cases ▪️ #Nalanda: 954 Cases #COVID__19 #COVID #Covid_19 #COVIDー19 #COVID19India #COVIDUpdates #coronavirus #CoronaUpdates #CoronavirusIndia #CoronaVirusUpdates https://t.co/Lcwn23Tvnp,0,As of today #Bihar districts with the highest active #COVID19 cases are: ▪️ #Patna: 3863 Cases ▪️ #Bhagalpur: 954 Cases ▪️ #Nalanda: 954 Cases #COVID__19 #COVID #Covid_19 #COVIDー19 #COVID19India #COVIDUpdates #coronavirus #CoronaUpdates #CoronavirusIndia #CoronaVirusUpdates https://t.co/Lcwn23Tvnp
2031,688,"Twitter and Facebook claim one of India’s richest people Azim Premji has donated INR 50,000 crore for the COVID-19 relief.",1,"Twitter and Facebook claim one of India’s richest people Azim Premji has donated INR 50,000 crore for the COVID-19 relief."
6913,3057,A patient infected with coronavirus was killed by drug dealers.,1,A patient infected with coronavirus was killed by drug dealers.
2897,4089,"fenugreek seed applied on a tape strip if pasted on the thumb and left overnight, it can beat throat infection",1,"fenugreek seed applied on a tape strip if pasted on the thumb and left overnight, it can beat throat infection"
6875,2406,Our daily update is published. We’ve now tracked ~14.2 million tests up 380k from yesterday. Note that we can only track tests that a state reports. For details see: https://t.co/PZrmH4bl5Y https://t.co/5JM0ZoTHYO,0,Our daily update is published. We’ve now tracked ~14.2 million tests up 380k from yesterday. Note that we can only track tests that a state reports. For details see: https://t.co/PZrmH4bl5Y https://t.co/5JM0ZoTHYO
8194,365,"#coronavirus #Covid19 or #NYC TRUMP: ""The germ has gotten so brilliant that the antibiotic can't keep up with it ... there's a whole genius to it ... not only is it hidden, but it's very smart."" https://t.co/MqqZKhpvVm",1,"#coronavirus #Covid19 or #NYC TRUMP: ""The germ has gotten so brilliant that the antibiotic can't keep up with it ... there's a whole genius to it ... not only is it hidden, but it's very smart."" https://t.co/MqqZKhpvVm"
110,4113,???Dr. Fauci sat on Microsoft???s board of directors.??�,1,???Dr. Fauci sat on Microsoft???s board of directors.??�
5271,1408,A further 366 people have been spoken with and referred for testing. There are 367 people who we have repeatedly tried to make contact with including via text and via phone calls.,0,A further 366 people have been spoken with and referred for testing. There are 367 people who we have repeatedly tried to make contact with including via text and via phone calls.
4932,167,The Prime Minister has put his faith in Operation Moonshot but meanwhile on planet earth there was no NHS tests available for several high infection areas says Labour deputy leader Angela Rayner at #PMQs. Follow live analysis: https://t.co/Z3vlMLXetQ https://t.co/otQqIl9lMf,0,The Prime Minister has put his faith in Operation Moonshot but meanwhile on planet earth there was no NHS tests available for several high infection areas says Labour deputy leader Angela Rayner at #PMQs. Follow live analysis: https://t.co/Z3vlMLXetQ https://t.co/otQqIl9lMf
1079,4414,Here's our daily update for 3/11: we have tracked 7617 cumulative people tested here in the US by tallying individual state reporting. That's up from 4889 yesterday. NOTE: We cannot capture all negative tests because not all states report them. https://t.co/BS0es79Hew,0,Here's our daily update for 3/11: we have tracked 7617 cumulative people tested here in the US by tallying individual state reporting. That's up from 4889 yesterday. NOTE: We cannot capture all negative tests because not all states report them. https://t.co/BS0es79Hew
3710,2397,"Testing for Covid-19 can return a positive result due to a cold or flu, or having received the flu vaccine in the past",1,"Testing for Covid-19 can return a positive result due to a cold or flu, or having received the flu vaccine in the past"
7770,5659,A photo showing Uganda's first case of COVID-19.,1,A photo showing Uganda's first case of COVID-19.
4992,5423,While the percentage of certified deaths related to #COVID19 is still above the epidemic threshold it is now similar to what has been observed at the peak of some flu seasons. Learn more: https://t.co/zP4VYlo0Pb.,0,While the percentage of certified deaths related to #COVID19 is still above the epidemic threshold it is now similar to what has been observed at the peak of some flu seasons. Learn more: https://t.co/zP4VYlo0Pb.
2318,3814,President of Sri Lanka has contracted COVID-19.,1,President of Sri Lanka has contracted COVID-19.
1164,4171,Face masks will become compulsory for bar staff shop workers waiters and taxi drivers in an effort to combat the rise in coronavirus cases in England the prime minister has announced https://t.co/RkZ60kRuul,0,Face masks will become compulsory for bar staff shop workers waiters and taxi drivers in an effort to combat the rise in coronavirus cases in England the prime minister has announced https://t.co/RkZ60kRuul
2302,6376,@yayitsrob @spavis @alexismadrigal Ultimately there are going to be 3-4-5 ways of doing this accounting and they will all provide useful information in my mind. -@alexismadrigal,0,@yayitsrob @spavis @alexismadrigal Ultimately there are going to be 3-4-5 ways of doing this accounting and they will all provide useful information in my mind. -@alexismadrigal
1450,1073,"On 26 February, Trump stated: ""Covid is a flu. This is like a flu""",1,"On 26 February, Trump stated: ""Covid is a flu. This is like a flu"""
4228,270,Could you or a loved one be at increased risk for COVID-19? Underlying medical conditions and lack of access to quality healthcare are more common among some racial and ethnic groups. These factors can lead to more severe COVID-19 illness. Learn more: https://t.co/Iw21OtZZcw. https://t.co/lXLjCOKEye,0,Could you or a loved one be at increased risk for COVID-19? Underlying medical conditions and lack of access to quality healthcare are more common among some racial and ethnic groups. These factors can lead to more severe COVID-19 illness. Learn more: https://t.co/Iw21OtZZcw. https://t.co/lXLjCOKEye
6074,190,This year the deworming campaign will be implemented through #DoorToDoorDeworming &amp; Frontline health workers will observe #COVID19 safety guidelines while visiting each house to administer Albendazole. Ensure to get your child dewormed. #HealthForAll https://t.co/JdN9dMVEWo,0,This year the deworming campaign will be implemented through #DoorToDoorDeworming &amp; Frontline health workers will observe #COVID19 safety guidelines while visiting each house to administer Albendazole. Ensure to get your child dewormed. #HealthForAll https://t.co/JdN9dMVEWo
5035,5576,"We have to ensure every worker called back on the job has access to regular, reliable COVID-19 testing and effective personal protective equipment. https://t.co/lDPQP3jZkw",1,"We have to ensure every worker called back on the job has access to regular, reliable COVID-19 testing and effective personal protective equipment. https://t.co/lDPQP3jZkw"
4397,1726,#CoronaVirusUpdates #IndiaFightsCorona Total recoveries cross 12.3 lakh. #COVID19 Recovery Rate jumps to 66.31% Case Fatality Rate further reduces to 2.1%.,0,#CoronaVirusUpdates #IndiaFightsCorona Total recoveries cross 12.3 lakh. #COVID19 Recovery Rate jumps to 66.31% Case Fatality Rate further reduces to 2.1%.
3105,3662,A steam bar with inhalers treats or prevents COVID-19 in Pune.,1,A steam bar with inhalers treats or prevents COVID-19 in Pune.
5924,3817,64 higher income economies have now joined the COVAX Facility a global initiative bringing together governments and manufacturers to ensure eventual #COVID19 vaccines reach those in greatest need whoever they are and wherever they live https://t.co/6KyDZ6TWWE https://t.co/QQeyBg01xm,0,64 higher income economies have now joined the COVAX Facility a global initiative bringing together governments and manufacturers to ensure eventual #COVID19 vaccines reach those in greatest need whoever they are and wherever they live https://t.co/6KyDZ6TWWE https://t.co/QQeyBg01xm
4907,1220,Our daily update is published. States reported 889k tests today the second-highest total ever along with 68k cases. States reported 1308 deaths today as the 7-day average continues to rise. https://t.co/LgqCd8hUgx,0,Our daily update is published. States reported 889k tests today the second-highest total ever along with 68k cases. States reported 1308 deaths today as the 7-day average continues to rise. https://t.co/LgqCd8hUgx
4825,5574,“if your child gets this virus they're going to the hospital alone in a van with people they don't know to be with people they don't know. You will be at home without them in their time of need.”,1,“if your child gets this virus they're going to the hospital alone in a van with people they don't know to be with people they don't know. You will be at home without them in their time of need.”
2603,4117,The 7-day rolling average of deaths for Texas and Florida has now surpassed some early hotspots like Michigan and Massachusetts. The trajectory looks more like harder hit states like New Jersey. https://t.co/D49edXZKXT,0,The 7-day rolling average of deaths for Texas and Florida has now surpassed some early hotspots like Michigan and Massachusetts. The trajectory looks more like harder hit states like New Jersey. https://t.co/D49edXZKXT
4860,684,#HCPs: Attend today’s COCA call on Telehealth &amp; Health Equity: Considerations for Addressing Health Disparities during the COVID-19 Pandemic at 2pm ET. Learn more: https://t.co/ljFKDIdLek. #COVID19 https://t.co/3oJe1ajqPj,0,#HCPs: Attend today’s COCA call on Telehealth &amp; Health Equity: Considerations for Addressing Health Disparities during the COVID-19 Pandemic at 2pm ET. Learn more: https://t.co/ljFKDIdLek. #COVID19 https://t.co/3oJe1ajqPj
5606,5422,These numbers do not attempt to take into account other common public health methods for looking at the impact of a disease such as excess mortality as reflected in these charts from the Financial Times. https://t.co/oMlU9VVY0U,0,These numbers do not attempt to take into account other common public health methods for looking at the impact of a disease such as excess mortality as reflected in these charts from the Financial Times. https://t.co/oMlU9VVY0U
2939,976,The reported number of new cases was the lowest since March 27—with a low positive rate too. https://t.co/5rUX5N43XT,0,The reported number of new cases was the lowest since March 27—with a low positive rate too. https://t.co/5rUX5N43XT
1514,2533,There is one new case of COVID-19 to report in New Zealand today detected in a recent returnee in a managed isolation facility. There are no new community cases.,0,There is one new case of COVID-19 to report in New Zealand today detected in a recent returnee in a managed isolation facility. There are no new community cases.
7499,452,_A video of a fire erupting inside a vehicle has been viewed hundreds of times on Facebook Twitter and on messaging app Line in March 2020 alongside a claim it shows an explosion that was sparked by an alcohol-based disinfectant used during the novel coronavirus pandemic._,1,_A video of a fire erupting inside a vehicle has been viewed hundreds of times on Facebook Twitter and on messaging app Line in March 2020 alongside a claim it shows an explosion that was sparked by an alcohol-based disinfectant used during the novel coronavirus pandemic._
1451,6262,An Egyptian doctor says that the Tunisians' immunity could be a new treatment for Covid-19.,1,An Egyptian doctor says that the Tunisians' immunity could be a new treatment for Covid-19.
2020,2060,#IndiaFightsCorona: 65050 recoveries have been registered in the last 24 hours. The Centre has been regularly interacting with States that are showing higher fatality rates. Details : https://t.co/R21vCoj7QW @MoHFW_INDIA @ICMRDELHI @drharshvardhan #StaySafe #IndiaWillWin,0,#IndiaFightsCorona: 65050 recoveries have been registered in the last 24 hours. The Centre has been regularly interacting with States that are showing higher fatality rates. Details : https://t.co/R21vCoj7QW @MoHFW_INDIA @ICMRDELHI @drharshvardhan #StaySafe #IndiaWillWin
4139,1359,Recording yet another day with 50000+ new infections India’s confirmed case count crosses 19 lakh. Madhya Pradesh CM Shivraj Singh Chouhan has been discharged from Bhopal’s Chirayu Hospital since he’s recovered from COVID-19. #COVID19 #CoronaVirusUpdates https://t.co/5oXTrDcMfK,1,Recording yet another day with 50000+ new infections India’s confirmed case count crosses 19 lakh. Madhya Pradesh CM Shivraj Singh Chouhan has been discharged from Bhopal’s Chirayu Hospital since he’s recovered from COVID-19. #COVID19 #CoronaVirusUpdates https://t.co/5oXTrDcMfK
4180,2093,Central Park hospital tents housed thousands of abused children released from underground captivity.,1,Central Park hospital tents housed thousands of abused children released from underground captivity.
3980,5552,Understanding how COVID-19 affects patients with schizophrenia. https://t.co/dyHYMrtT80 via @ColumbiaMed https://t.co/cnw8zF3lum,0,Understanding how COVID-19 affects patients with schizophrenia. https://t.co/dyHYMrtT80 via @ColumbiaMed https://t.co/cnw8zF3lum
4224,1198,An alleged audio of a Argentinian prisoner who claims that 1900 inmates will be released from the Devoto prison as of Monday.,1,An alleged audio of a Argentinian prisoner who claims that 1900 inmates will be released from the Devoto prison as of Monday.
838,4150,"Now is the time for us all to summon the discipline and the resolve and the spirit of togetherness that will carry us through The PM says ""the fight against COVID is by no means over"" but adds ""I have no doubt however that there are great days ahead"" https://t.co/TtAuADeHWY",0,"Now is the time for us all to summon the discipline and the resolve and the spirit of togetherness that will carry us through The PM says ""the fight against COVID is by no means over"" but adds ""I have no doubt however that there are great days ahead"" https://t.co/TtAuADeHWY"
8488,1976,Given increased spread of novel coronavirus across the world CDC has updated the definition of a person under investigation (#PUI) for #COVID19. https://t.co/VJ6DDNlasm https://t.co/b1pmeer0F1,0,Given increased spread of novel coronavirus across the world CDC has updated the definition of a person under investigation (#PUI) for #COVID19. https://t.co/VJ6DDNlasm https://t.co/b1pmeer0F1
4816,726,Health Depts: CDC guidance on #COVID19 contact tracing is now available to help plan implement and enhance COVID-19 case investigation and contact tracing efforts. Learn more: https://t.co/kzqeV8ZM61 https://t.co/iY9xaIRims,0,Health Depts: CDC guidance on #COVID19 contact tracing is now available to help plan implement and enhance COVID-19 case investigation and contact tracing efforts. Learn more: https://t.co/kzqeV8ZM61 https://t.co/iY9xaIRims
6470,1916,#IndiaFightsCorona: 📍Steps to take when #COVID cases occur in offices ➡️In general staff showing flu-like illness shouldn't attend office and seek medical advice But when people show symptoms within office spaces: ↗️Isolate the ill person from the other employees #StaySafe https://t.co/3VCySS5CF0,0,#IndiaFightsCorona: 📍Steps to take when #COVID cases occur in offices ➡️In general staff showing flu-like illness shouldn't attend office and seek medical advice But when people show symptoms within office spaces: ↗️Isolate the ill person from the other employees #StaySafe https://t.co/3VCySS5CF0
6827,1959,Video shows Russian doctors celebrating the new COVID-19 vaccine.,1,Video shows Russian doctors celebrating the new COVID-19 vaccine.
3770,1632,Colorful bio-engineered bacteria could end fashions obsession with toxic dyes #Future #Futures #Futurism #FutureNow #FutureTrends #Business #Facebook #Google #Science #Education #News #Covid19 https://t.co/D1T5mI712L,1,Colorful bio-engineered bacteria could end fashions obsession with toxic dyes #Future #Futures #Futurism #FutureNow #FutureTrends #Business #Facebook #Google #Science #Education #News #Covid19 https://t.co/D1T5mI712L
8283,4845,The post shows dead bodies of COVID-19 patients lying in the LNJP Hospital Delhi (India).,1,The post shows dead bodies of COVID-19 patients lying in the LNJP Hospital Delhi (India).
450,476,Bharat Biotech’s Vice President Did Not Under Go Clinical Trial For His Company’s #COVID19 Vaccine ‘Covaxin’. An Image with false claim doing the rounds on social media. #covaxine #COVIDー19 #FactCheck https://t.co/pQWzblPEuV,1,Bharat Biotech’s Vice President Did Not Under Go Clinical Trial For His Company’s #COVID19 Vaccine ‘Covaxin’. An Image with false claim doing the rounds on social media. #covaxine #COVIDー19 #FactCheck https://t.co/pQWzblPEuV
3971,1733,RT @PIB_India: #IndiaFightsCorona: Recovered cases are 2.93 times the number of Active Cases. ✅1977779 people have been recovered so fa…,0,RT @PIB_India: #IndiaFightsCorona: Recovered cases are 2.93 times the number of Active Cases. ✅1977779 people have been recovered so fa…
1714,668,NEWS! Coronavirus suspects to be quarantined on Love Island https://t.co/GF2GM6faC9 https://t.co/ujpZs4pcAz,1,NEWS! Coronavirus suspects to be quarantined on Love Island https://t.co/GF2GM6faC9 https://t.co/ujpZs4pcAz
6742,2120,Contact tracing aims to identify and alert people who have come into contact with a person infected with COVID. Experts recommend tracing contacts of someone who tests positive for COVID within 48 hours to contain the potential of transmission.,0,Contact tracing aims to identify and alert people who have come into contact with a person infected with COVID. Experts recommend tracing contacts of someone who tests positive for COVID within 48 hours to contain the potential of transmission.
4290,1915,These cases bring New Zealand’s total number of confirmed cases of COVID-19 to 1219 which is the number we report to the World Health Organization. ​ There is no one in New Zealand receiving hospital-level care for COVID-19.,0,These cases bring New Zealand’s total number of confirmed cases of COVID-19 to 1219 which is the number we report to the World Health Organization. ​ There is no one in New Zealand receiving hospital-level care for COVID-19.
339,639,You can read more details on nationwide trends and our newest project the Long-Term Care COVID Tracker in our weekly post: https://t.co/zPI5wX1KB2,0,You can read more details on nationwide trends and our newest project the Long-Term Care COVID Tracker in our weekly post: https://t.co/zPI5wX1KB2
3852,1567,There is no one in New Zealand receiving hospital-level care for COVID-19.,0,There is no one in New Zealand receiving hospital-level care for COVID-19.
3396,6323,A case of coronavirus in the Argentine province of Chaco was confirmed.,1,A case of coronavirus in the Argentine province of Chaco was confirmed.
8366,1171,“As we mark 100 days since our first case of #COVID19Nigeria we remember over 300 people we‘ve lost to this outbreak. As we publish the daily Situation Reports we remember the humans &amp; loved ones behind these numbers” ~ @Chikwe_I on @TVCconnect https://t.co/wGfUmgxjrp,0,“As we mark 100 days since our first case of #COVID19Nigeria we remember over 300 people we‘ve lost to this outbreak. As we publish the daily Situation Reports we remember the humans &amp; loved ones behind these numbers” ~ @Chikwe_I on @TVCconnect https://t.co/wGfUmgxjrp
1419,3089,#N95 masks provide the best protection from smoke which can damage airways and the heart. https://t.co/ACrvNQ5UNE #wildfires,0,#N95 masks provide the best protection from smoke which can damage airways and the heart. https://t.co/ACrvNQ5UNE #wildfires
