,id,tweet,label,text
3248,248,"Developers, Banks Tell Government They've Already Spent Ireland's Share Of EU's €1 Trillion Covid Recovery Fund https://t.co/rJDMlwsjes",1,"Developers, Banks Tell Government They've Already Spent Ireland's Share Of EU's €1 Trillion Covid Recovery Fund https://t.co/rJDMlwsjes"
4661,765,Major League Baseball is Now Considering Tearing Down Coronavirus-Infested Marlins Park https://t.co/de19ZssN07 #coronavirus #baseball,1,Major League Baseball is Now Considering Tearing Down Coronavirus-Infested Marlins Park https://t.co/de19ZssN07 #coronavirus #baseball
5361,633,Official data show that there were more deaths in Italy in 2019 than in 2020.,1,Official data show that there were more deaths in Italy in 2019 than in 2020.
6621,557,Our daily update is published. States reported 749k tests 55k cases and 1253 deaths. The numbers remain heavily caveated by different kinds of reporting problems across the country. https://t.co/fztU1A8fuK,0,Our daily update is published. States reported 749k tests 55k cases and 1253 deaths. The numbers remain heavily caveated by different kinds of reporting problems across the country. https://t.co/fztU1A8fuK
292,107,As of today there are 23917 active #COVID19 cases in #Mumbai District #Maharastra: https://t.co/6CcqIYgbXL @MoHFW_INDIA @drharshvardhan @DrHVoffice @MantralayaRoom #COVID__19 #Covid_19 #COVIDー19 #CoronaUpdatesInIndia #Coronavirus #CoronaVirusUpdates #CoronavirusPandemic https://t.co/k6ICon5kZ6,0,As of today there are 23917 active #COVID19 cases in #Mumbai District #Maharastra: https://t.co/6CcqIYgbXL @MoHFW_INDIA @drharshvardhan @DrHVoffice @MantralayaRoom #COVID__19 #Covid_19 #COVIDー19 #CoronaUpdatesInIndia #Coronavirus #CoronaVirusUpdates #CoronavirusPandemic https://t.co/k6ICon5kZ6
5705,3310,@JohnKubie @joshtpm We're looking at counties right now through a collaboration with an existing group. -@alexismadrigal,0,@JohnKubie @joshtpm We're looking at counties right now through a collaboration with an existing group. -@alexismadrigal
1051,1534,Every day since March 30 the 7-day average for deaths in this country has been over 478 which was the low in our data on July 6. Through all of August states are reporting twice as many deaths as in early July. https://t.co/viC1ACN9g9,0,Every day since March 30 the 7-day average for deaths in this country has been over 478 which was the low in our data on July 6. Through all of August states are reporting twice as many deaths as in early July. https://t.co/viC1ACN9g9
5270,1583,Boris Johnson is facing demands from Labour to explain his proposal to use the Army to support police amid the new #COVID19 lockdown rules https://t.co/NgSBlpOZYB,0,Boris Johnson is facing demands from Labour to explain his proposal to use the Army to support police amid the new #COVID19 lockdown rules https://t.co/NgSBlpOZYB
5112,1062,UPDATE: #Coronavirus #COVID19 ➡️testing important to monitor epidemic ➡️weekly screening of high-risk groups reduces transmission by a third ➡️community testing unlikely to limit transmission more than contact-tracing &amp; symptom-based quarantine 🔰https://t.co/lcFch0FxCt https://t.co/zSY11FqaDA,0,UPDATE: #Coronavirus #COVID19 ➡️testing important to monitor epidemic ➡️weekly screening of high-risk groups reduces transmission by a third ➡️community testing unlikely to limit transmission more than contact-tracing &amp; symptom-based quarantine 🔰https://t.co/lcFch0FxCt https://t.co/zSY11FqaDA
272,62,"The Global #dietarysupplements market is anticipated to grow at a #CAGR of around 7.50% during 2020-25. 
Check the full report:- https://t.co/71J6LqCvgr

#food #beverage #marketresearch #marketstrategy #USA #animalhusbandry #covid_19 #kerrygroup #nutrients #Immunity #Energy https://t.co/XPFXA1zzo7",1,"The Global #dietarysupplements market is anticipated to grow at a #CAGR of around 7.50% during 2020-25. 
Check the full report:- https://t.co/71J6LqCvgr

#food #beverage #marketresearch #marketstrategy #USA #animalhusbandry #covid_19 #kerrygroup #nutrients #Immunity #Energy https://t.co/XPFXA1zzo7"
2042,3192,Transport Sec Grant Shapps says 'it's very important we don't end up in the position of France and Spain' who've seen a spike in #COVID19 cases as he arrives at a cabinet meeting ahead of the PM's announcement on new national restrictions. #KayBurley https://t.co/I0Ya5YFTvZ https://t.co/LikpreJC90,0,Transport Sec Grant Shapps says 'it's very important we don't end up in the position of France and Spain' who've seen a spike in #COVID19 cases as he arrives at a cabinet meeting ahead of the PM's announcement on new national restrictions. #KayBurley https://t.co/I0Ya5YFTvZ https://t.co/LikpreJC90
4706,5663,We're pleased to announce the activation of 2 new labs for inclusion in the NCDC Molecular Laboratory Network: 🧪Afriglobal Medicare Lab Ogun 🧪Sahel Centre for Molecular Diagnostics &amp; Research Katsina This brings the total number of labs with #COVID19 testing capacity to 28 https://t.co/HcLVzMbHYl,0,We're pleased to announce the activation of 2 new labs for inclusion in the NCDC Molecular Laboratory Network: 🧪Afriglobal Medicare Lab Ogun 🧪Sahel Centre for Molecular Diagnostics &amp; Research Katsina This brings the total number of labs with #COVID19 testing capacity to 28 https://t.co/HcLVzMbHYl
3206,1488,"Ground report 
Now @ArvindKejriwal ji please tell us what is this? Why they have suffer? Why?
#delhi #Delhifightscorona #ArvindKejriwal
https://t.co/HjUJ5PUrL6",1,"Ground report 
Now @ArvindKejriwal ji please tell us what is this? Why they have suffer? Why?
#delhi #Delhifightscorona #ArvindKejriwal
https://t.co/HjUJ5PUrL6"
3524,1354,We are now in the process of establishing a consensus on the international allocation of these products. But the ACT Accelerator will not be able to deliver on its goals without a significant increase in funding-@DrTedros #COVID19,0,We are now in the process of establishing a consensus on the international allocation of these products. But the ACT Accelerator will not be able to deliver on its goals without a significant increase in funding-@DrTedros #COVID19
4100,347,New antibody study raises concern about what happens after coronavirus infection. https://t.co/SpilzTVz4Y,0,New antibody study raises concern about what happens after coronavirus infection. https://t.co/SpilzTVz4Y
1086,71,6 of the 7 new cases are already linked to the existing cluster in Auckland. One of the new cases remains under investigation (continued),0,6 of the 7 new cases are already linked to the existing cluster in Auckland. One of the new cases remains under investigation (continued)
6310,1689,"Report: Outbreak of idiocy spreading 10,000 times faster than coronavirus #coronovirus https://t.co/YapqKVDNCj https://t.co/dbV5bHqCP8",1,"Report: Outbreak of idiocy spreading 10,000 times faster than coronavirus #coronovirus https://t.co/YapqKVDNCj https://t.co/dbV5bHqCP8"
3886,547,"Convalescent plasma had been ""proven to reduce mortality by 35%"" in hospitalized COVID-19 patients.",1,"Convalescent plasma had been ""proven to reduce mortality by 35%"" in hospitalized COVID-19 patients."
2903,4532,"An excerpt from a document from the Ministry of Health with the following message: ""This document of March 5 from the Government of Spain requires nursing homes to keep the elderly with COVID-19 symptoms locked in their rooms preventing them from going to the hospital to be treated. So they died alone! Tremendous! """,1,"An excerpt from a document from the Ministry of Health with the following message: ""This document of March 5 from the Government of Spain requires nursing homes to keep the elderly with COVID-19 symptoms locked in their rooms preventing them from going to the hospital to be treated. So they died alone! Tremendous! """
6123,91,There is a person with coronavirus in Galicia on 2/4/20.,1,There is a person with coronavirus in Galicia on 2/4/20.
6377,157,As of today there are a total of 331146 active #COVID19 cases in India and 246216 samples were tested today (till 6PM) for #COVID__19 #Lakshadweep has not reported a single case till date &amp; #ArunachalPradesh &amp; #Mizoram have not reported any #COVID_19 case in the last 24hrs https://t.co/7lq9UGEq9i,0,As of today there are a total of 331146 active #COVID19 cases in India and 246216 samples were tested today (till 6PM) for #COVID__19 #Lakshadweep has not reported a single case till date &amp; #ArunachalPradesh &amp; #Mizoram have not reported any #COVID_19 case in the last 24hrs https://t.co/7lq9UGEq9i
3315,1485,Thankful that Florida is now Stay-At-Home! “The numbers speak for themselves...It’s basically if there’s not a stay-at-home...kind of intervention the Florida healthcare system is going to experience 3x or 5x what we are starting to see in NYC...” https://t.co/Tk7SMWRIjo https://t.co/kLWGjV7OZx,0,Thankful that Florida is now Stay-At-Home! “The numbers speak for themselves...It’s basically if there’s not a stay-at-home...kind of intervention the Florida healthcare system is going to experience 3x or 5x what we are starting to see in NYC...” https://t.co/Tk7SMWRIjo https://t.co/kLWGjV7OZx
5081,66,George Soros is one of the people responsible for the new coronavirus born in a laboratory.,1,George Soros is one of the people responsible for the new coronavirus born in a laboratory.
5659,2050,School administrators: Learn more about the indicators you can use to prepare plan and respond to #COVID19. For each indicator we provide benchmarks for lowest to highest COVID-19 risks for school operations. Learn more: https://t.co/Wytp7O8Wgx. https://t.co/yoLAY3YpwY,0,School administrators: Learn more about the indicators you can use to prepare plan and respond to #COVID19. For each indicator we provide benchmarks for lowest to highest COVID-19 risks for school operations. Learn more: https://t.co/Wytp7O8Wgx. https://t.co/yoLAY3YpwY
7792,1727,Type 1 and type 2 diabetes associated with much higher risk of in-hospital death with #COVID19. https://t.co/yAqBeG5ANv,0,Type 1 and type 2 diabetes associated with much higher risk of in-hospital death with #COVID19. https://t.co/yAqBeG5ANv
4074,1982,I would like to think the @EU_Commission for its announcement today that it is joining the COVAX Facility and for its contribution of EUR400 million. As President @vonderleyen said global collaboration is the only way to overcome a global #COVID19 pandemic.-@DrTedros,0,I would like to think the @EU_Commission for its announcement today that it is joining the COVAX Facility and for its contribution of EUR400 million. As President @vonderleyen said global collaboration is the only way to overcome a global #COVID19 pandemic.-@DrTedros
6711,201,We now have 1428 people reported as having recovered from COVID-19 an increase of seven on yesterday. This is 95% of all confirmed and probable cases. ⁣ ⁣ Today there are three people receiving hospital-level care for COVID-19 – none of these patients are in ICU.⁣,0,We now have 1428 people reported as having recovered from COVID-19 an increase of seven on yesterday. This is 95% of all confirmed and probable cases. ⁣ ⁣ Today there are three people receiving hospital-level care for COVID-19 – none of these patients are in ICU.⁣
3397,4148,"COVID-19, Take one minute and read. Be understanding !!! A Japanese doctor offers excellent advise on preventing COVID-19. New coronavirus may not show symptoms for several days (14-27 days). How can one know if the person is infected? By the time he has a fever and/ or a cough and goes to the lung hospital, the patient may have 50% fibrosis, and then it is too late. Taiwanese experts provide simple self-monitoring that we can do every morning: Take a deep breath and hold your breath for more than 10 seconds. If you can do this successfully without coughing and without difficulty, without anxiety or chest tightness, it shows you do not have fibrosis and generally indicate no infection..",1,"COVID-19, Take one minute and read. Be understanding !!! A Japanese doctor offers excellent advise on preventing COVID-19. New coronavirus may not show symptoms for several days (14-27 days). How can one know if the person is infected? By the time he has a fever and/ or a cough and goes to the lung hospital, the patient may have 50% fibrosis, and then it is too late. Taiwanese experts provide simple self-monitoring that we can do every morning: Take a deep breath and hold your breath for more than 10 seconds. If you can do this successfully without coughing and without difficulty, without anxiety or chest tightness, it shows you do not have fibrosis and generally indicate no infection.."
5823,1752,189 new cases of #COVID19Nigeria; Lagos-70 Plateau-37 FCT-24 Kaduna-19 Rivers-12 Oyo-5 Ogun-4 Ebonyi-3 Katsina-3 Ondo-3 Osun-3 Imo-2 Yobe-2 Ekiti-1 Nasarawa-1 57145 confirmed 48431 discharged 1095 deaths https://t.co/yOrxFUYgAC,0,189 new cases of #COVID19Nigeria; Lagos-70 Plateau-37 FCT-24 Kaduna-19 Rivers-12 Oyo-5 Ogun-4 Ebonyi-3 Katsina-3 Ondo-3 Osun-3 Imo-2 Yobe-2 Ekiti-1 Nasarawa-1 57145 confirmed 48431 discharged 1095 deaths https://t.co/yOrxFUYgAC
613,33,This #FourthOfJuly weekend if you choose to spend time outdoors at an event or gathering stay 6 ft apart &amp; wear a cloth face cover to slow the spread of #COVID19. Learn more at https://t.co/c4F0aouMLd. https://t.co/u5tTl3m572,0,This #FourthOfJuly weekend if you choose to spend time outdoors at an event or gathering stay 6 ft apart &amp; wear a cloth face cover to slow the spread of #COVID19. Learn more at https://t.co/c4F0aouMLd. https://t.co/u5tTl3m572
3915,188,Our weekly update is posted and there's finally some good news: nationally cases are declining and the states with the worst outbreaks seem to be turning a corner: https://t.co/pZ4GJdpb0C,0,Our weekly update is posted and there's finally some good news: nationally cases are declining and the states with the worst outbreaks seem to be turning a corner: https://t.co/pZ4GJdpb0C
8045,1165,Photo of people in medical scrubs lying on the floor of an operating theatre shows some of the 200 Italian doctors who died of COVID-19 in one day on 3/23/20.,1,Photo of people in medical scrubs lying on the floor of an operating theatre shows some of the 200 Italian doctors who died of COVID-19 in one day on 3/23/20.
4262,1939,Thyrocare Lab In Thane Sealed For Giving False COVID Positive Reports,1,Thyrocare Lab In Thane Sealed For Giving False COVID Positive Reports
5097,4698,"#StopTheSpreadOfCorona 
#Lockdown21 
#Corona https://t.co/d2jre3MhBi",1,"#StopTheSpreadOfCorona 
#Lockdown21 
#Corona https://t.co/d2jre3MhBi"
5204,982,"US arms doctors to shoot COVID-19 on site #CoronaVirusUpdates #COVIDー19 
https://t.co/yYWV4KzOIl https://t.co/xlR7cqFCqm",1,"US arms doctors to shoot COVID-19 on site #CoronaVirusUpdates #COVIDー19 
https://t.co/yYWV4KzOIl https://t.co/xlR7cqFCqm"
1748,1054,Low talkers are less likely to spread coronavirus evidence suggests. https://t.co/fyOtNNHHLJ https://t.co/qwUFJQmSiG,0,Low talkers are less likely to spread coronavirus evidence suggests. https://t.co/fyOtNNHHLJ https://t.co/qwUFJQmSiG
8009,6264,The third case is a woman in her 40s who arrived in New Zealand on August 1 from Manila via Hong Kong. ​ ​ These three people are all now staying at the Auckland quarantine facility - The Jetpark hotel.,0,The third case is a woman in her 40s who arrived in New Zealand on August 1 from Manila via Hong Kong. ​ ​ These three people are all now staying at the Auckland quarantine facility - The Jetpark hotel.
6810,6387,143 new cases of #COVID19Nigeria; Plateau-35 Kaduna-21 Lagos-19 FCT-13 Ebonyi-9 Adamawa-7 Enugu-7 Katsina-7 Edo-6 Kwara-5 Osun-3 Anambra-2 Kano-2 Niger-2 Ogun-2 Benue-1 Borno-1 Sokoto-1 54008 confirmed 41638 discharged 1013 deaths https://t.co/jCuJMtRoB0,0,143 new cases of #COVID19Nigeria; Plateau-35 Kaduna-21 Lagos-19 FCT-13 Ebonyi-9 Adamawa-7 Enugu-7 Katsina-7 Edo-6 Kwara-5 Osun-3 Anambra-2 Kano-2 Niger-2 Ogun-2 Benue-1 Borno-1 Sokoto-1 54008 confirmed 41638 discharged 1013 deaths https://t.co/jCuJMtRoB0
3870,6058,RT @drharshvardhan: #CoronaVirusUpdates ! 👉New recoveries in India have exceeded the new cases for the last six days 👉The total number of…,0,RT @drharshvardhan: #CoronaVirusUpdates ! 👉New recoveries in India have exceeded the new cases for the last six days 👉The total number of…
3165,2063,#IndiaFightsCorona: 12 States/UTs have reported a Recovery Rate more than the National Average. Two states Maharashtra and Tamil Nadu alone account for around 30% of the total recoveries. #StaySafe #IndiaWillWin @ICMRDELHI https://t.co/TGA4g4FZbF,0,#IndiaFightsCorona: 12 States/UTs have reported a Recovery Rate more than the National Average. Two states Maharashtra and Tamil Nadu alone account for around 30% of the total recoveries. #StaySafe #IndiaWillWin @ICMRDELHI https://t.co/TGA4g4FZbF
5562,1705,Conjunctivitis may sometimes be the only coronavirus symptom. https://t.co/mFQMgCBRnN https://t.co/kjuBeYRrGY,0,Conjunctivitis may sometimes be the only coronavirus symptom. https://t.co/mFQMgCBRnN https://t.co/kjuBeYRrGY
2910,3603,Yesterday our laboratories completed 654 tests bringing the total number of tests completed to date to 282263. We remind everyone that if they have any respiratory symptoms they should seek advice from Healthline or their GP about getting tested. Testing is free.,0,Yesterday our laboratories completed 654 tests bringing the total number of tests completed to date to 282263. We remind everyone that if they have any respiratory symptoms they should seek advice from Healthline or their GP about getting tested. Testing is free.
2662,1817,Due to the fear of coronavirus Muslims in China are offering Namaz in the open street.,1,Due to the fear of coronavirus Muslims in China are offering Namaz in the open street.
8508,792,There are 12 States/UTs with a #RecoveryRate &gt;70%. These are: ▪️ #Bihar (70.40%) ▪️ #Gujarat (70.72%) ▪️ #HimachalPradesh (74.21%) ▪️ #MadhyaPradesh (74.85%) ▪️ #Haryana (74.91%) ▪️ #Tripura (75.34%) ▪️ #Rajahthan (75.65%) ▪️ #Delhi (76.81%) ▪️ #Chandigarh (77.07%) https://t.co/kl6z3VBYTY,0,There are 12 States/UTs with a #RecoveryRate &gt;70%. These are: ▪️ #Bihar (70.40%) ▪️ #Gujarat (70.72%) ▪️ #HimachalPradesh (74.21%) ▪️ #MadhyaPradesh (74.85%) ▪️ #Haryana (74.91%) ▪️ #Tripura (75.34%) ▪️ #Rajahthan (75.65%) ▪️ #Delhi (76.81%) ▪️ #Chandigarh (77.07%) https://t.co/kl6z3VBYTY
5202,5182,@ricci_sergienko All that stuff should be coming online in the next few days. It’s hard to build a hardy ops team for a grueling high-pressure data operation while also building a website. We will have visualizations and other presentations of the data soon though.,0,@ricci_sergienko All that stuff should be coming online in the next few days. It’s hard to build a hardy ops team for a grueling high-pressure data operation while also building a website. We will have visualizations and other presentations of the data soon though.
3113,2085,The goal of #COVAX is by the end of 2021 to deliver 2 billion doses of safe effective #COVID19 vaccines that will be delivered equally to all participating countries proportional to their populations. https://t.co/BZVNdGpeLl,0,The goal of #COVAX is by the end of 2021 to deliver 2 billion doses of safe effective #COVID19 vaccines that will be delivered equally to all participating countries proportional to their populations. https://t.co/BZVNdGpeLl
2154,2018,Groups of pupils should only be sent home if there has been a positive test rather than someone just developing symptoms the prime minister has said https://t.co/MHGhuNv3E0,0,Groups of pupils should only be sent home if there has been a positive test rather than someone just developing symptoms the prime minister has said https://t.co/MHGhuNv3E0
1344,1455,RT @CDCemergency: When you #WearAMask you help protect those around you from #COVID19. When others wear their mask they help protect thos…,0,RT @CDCemergency: When you #WearAMask you help protect those around you from #COVID19. When others wear their mask they help protect thos…
8411,4838,"@ChaddyStacksDFS @KarluskaP No big deal. Just a picture recently taken in Wuhan, China... the birth place of Covid-19. https://t.co/d1mfkQ5agw",1,"@ChaddyStacksDFS @KarluskaP No big deal. Just a picture recently taken in Wuhan, China... the birth place of Covid-19. https://t.co/d1mfkQ5agw"
6686,1776,Our 4 pm update is published. The US has now completed tests on at least 279485 people up 54134 from yesterday's total. Note that we can only track tests that a state reports (for now). And not all states report all negative tests. For details see: https://t.co/PZrmH4bl5Y,0,Our 4 pm update is published. The US has now completed tests on at least 279485 people up 54134 from yesterday's total. Note that we can only track tests that a state reports (for now). And not all states report all negative tests. For details see: https://t.co/PZrmH4bl5Y
4960,2511,“Following the increasing rate of spread of #COVID19 across countries we’ve expanded our case definition &amp; included 3 new high risk countries Countries in our priority list are - China Japan Iran Italy Republic of Korea. Addition of Spain France Germany” HMSH @DrMamora https://t.co/Jsr2vm5APG,0,“Following the increasing rate of spread of #COVID19 across countries we’ve expanded our case definition &amp; included 3 new high risk countries Countries in our priority list are - China Japan Iran Italy Republic of Korea. Addition of Spain France Germany” HMSH @DrMamora https://t.co/Jsr2vm5APG
4747,4209,"Deficient in Vitamin D. Myself included as a darker skinned person. 

Black Canadians get sick more from COVID-19. Scientists aim to find out why | CBC News https://t.co/RBAUhJ2XY6",1,"Deficient in Vitamin D. Myself included as a darker skinned person. 

Black Canadians get sick more from COVID-19. Scientists aim to find out why | CBC News https://t.co/RBAUhJ2XY6"
952,3032,#IndiaFightsCorona Centre rushes High Level Central team to #Jammu to assist in strengthening #COVID19 Containment Surveillance Testing and efficient Clinical Management. https://t.co/xeffeZv9Qo @PMOIndia @drharshvardhan @AshwiniKChoubey @CovidIndiaSeva @COVIDNewsByMIB,0,#IndiaFightsCorona Centre rushes High Level Central team to #Jammu to assist in strengthening #COVID19 Containment Surveillance Testing and efficient Clinical Management. https://t.co/xeffeZv9Qo @PMOIndia @drharshvardhan @AshwiniKChoubey @CovidIndiaSeva @COVIDNewsByMIB
3296,440,States reported 989 new deaths. The 7-day average stayed under 1000 for the 4th consecutive day. The 7-day average has fallen for 22 straight days. https://t.co/B1zawK2450,0,States reported 989 new deaths. The 7-day average stayed under 1000 for the 4th consecutive day. The 7-day average has fallen for 22 straight days. https://t.co/B1zawK2450
4411,2327,There is a US patent for the novel coronavirus and a European one for a vaccine to prevent it,1,There is a US patent for the novel coronavirus and a European one for a vaccine to prevent it
1504,3892,A video has been viewed hundreds of thousands of times in multiple Facebook posts which claim it shows two Italian doctors who contracted novel coronavirus which causes the disease COVID-19 while treating patients.,1,A video has been viewed hundreds of thousands of times in multiple Facebook posts which claim it shows two Italian doctors who contracted novel coronavirus which causes the disease COVID-19 while treating patients.
4039,2841,As India detected more #COVID19 cases in Mar-Apr 2020 fake misleading claims around the #pandemic rose. Most common were communal rumours followed by false guidelines/notifications per @boomlivein analysis. https://t.co/Xrey2nCS7N,1,As India detected more #COVID19 cases in Mar-Apr 2020 fake misleading claims around the #pandemic rose. Most common were communal rumours followed by false guidelines/notifications per @boomlivein analysis. https://t.co/Xrey2nCS7N
1806,1357,Should doctors be free from #malpractice lawsuits stemming from delayed treatments as result of #COVID? https://t.co/pzlWBfUred,0,Should doctors be free from #malpractice lawsuits stemming from delayed treatments as result of #COVID? https://t.co/pzlWBfUred
3941,1050,#IndiaFightsCorona With the expansion of testing infrastructure the daily testing by States/UTs has also increased. 23 States/UTs have better tests per million than the national average (49948). https://t.co/fgoLnXY4QK,0,#IndiaFightsCorona With the expansion of testing infrastructure the daily testing by States/UTs has also increased. 23 States/UTs have better tests per million than the national average (49948). https://t.co/fgoLnXY4QK
1121,4805,GoI has made all efforts of ramping up its testing facilities on a sustained basis the network of #COVID_19 testing labs consists of 1465 labs (968 Govt. &amp; 497 Pvt.) Regulations for COVID-19 treatment in Private hospital is being done &amp; are specific for State/UTs.,0,GoI has made all efforts of ramping up its testing facilities on a sustained basis the network of #COVID_19 testing labs consists of 1465 labs (968 Govt. &amp; 497 Pvt.) Regulations for COVID-19 treatment in Private hospital is being done &amp; are specific for State/UTs.
5020,52,Claim that despite the fact that the crisis headquarters in the North Macedonian town of Stip announced that the textile factories in Stip will be closed due to established cases of coronavirus infections some of the factories are still working.,1,Claim that despite the fact that the crisis headquarters in the North Macedonian town of Stip announced that the textile factories in Stip will be closed due to established cases of coronavirus infections some of the factories are still working.
8083,2561,#IndiaFightsCorona One of the lowest globally India’s Case Fatality Rate 1.76% and sliding. Health Ministry issues FAQs on better Clinical Management of #COVID19 patients in ICUs. https://t.co/03Cw1O4CJt,0,#IndiaFightsCorona One of the lowest globally India’s Case Fatality Rate 1.76% and sliding. Health Ministry issues FAQs on better Clinical Management of #COVID19 patients in ICUs. https://t.co/03Cw1O4CJt
5354,1982,As on 9th July 2020 a total of 283659 samples were tested for #COVID19. @MoHFW_INDIA @drharshvardhan @DrHVoffice @ICMRDELHI #CovidIndiaSeva #COVID__19 #Covid_19 #COVIDー19 #CoronaUpdates #CoronavirusIndia #CoronaVirusUpdates #coronavirus #COVIDUpdates https://t.co/6VSC8E2R7V,0,As on 9th July 2020 a total of 283659 samples were tested for #COVID19. @MoHFW_INDIA @drharshvardhan @DrHVoffice @ICMRDELHI #CovidIndiaSeva #COVID__19 #Covid_19 #COVIDー19 #CoronaUpdates #CoronavirusIndia #CoronaVirusUpdates #coronavirus #COVIDUpdates https://t.co/6VSC8E2R7V
4309,1957,• Today’s cases bring our combined total of COVID-19 cases to 1492.⁣ ⁣ • We now have 1368 people reported as having recovered. ⁣ • Today there are two people in hospital with COVID-19 – one each in Middlemore and North Shore hospitals. Neither are in ICU.,0,• Today’s cases bring our combined total of COVID-19 cases to 1492.⁣ ⁣ • We now have 1368 people reported as having recovered. ⁣ • Today there are two people in hospital with COVID-19 – one each in Middlemore and North Shore hospitals. Neither are in ICU.
4387,1216,#IndiaFightsCorona Of the new deaths nearly 53% are concentrated in three states of Maharashtra Karnataka and Uttar Pradesh. These are followed by Tamil Nadu Punjab and Andhra Pradesh. https://t.co/ianYoyu25S,0,#IndiaFightsCorona Of the new deaths nearly 53% are concentrated in three states of Maharashtra Karnataka and Uttar Pradesh. These are followed by Tamil Nadu Punjab and Andhra Pradesh. https://t.co/ianYoyu25S
3803,1326,More states should release hospitalization rates. This is crucial data that the public deserves to know. We’re glad Oregon reversed its decision to drop hospitalization data reporting. The public needs all available information. https://t.co/hjmHjhGC08,0,More states should release hospitalization rates. This is crucial data that the public deserves to know. We’re glad Oregon reversed its decision to drop hospitalization data reporting. The public needs all available information. https://t.co/hjmHjhGC08
5310,6052,Mondays numbers normally show some weekend lag. And today is no different. States reported 16k new cases about the same as last Monday. The 7-day average basically stayed the same. https://t.co/7J9qHvx59B,0,Mondays numbers normally show some weekend lag. And today is no different. States reported 16k new cases about the same as last Monday. The 7-day average basically stayed the same. https://t.co/7J9qHvx59B
5903,4206,"""If the president had done his job, had done his job from the beginning, all the people would still be alive. All the people. I'm not making this up. Just look at the data.""",1,"""If the president had done his job, had done his job from the beginning, all the people would still be alive. All the people. I'm not making this up. Just look at the data."""
5269,25,New York continues to have the highest positive tests per capita an indication of both the intensity of testing there and the severity of the outbreak. Here’s the top 10: New York Washington New Jersey Louisiana DC Michigan Illinois Vermont Colorado Rhode Island,0,New York continues to have the highest positive tests per capita an indication of both the intensity of testing there and the severity of the outbreak. Here’s the top 10: New York Washington New Jersey Louisiana DC Michigan Illinois Vermont Colorado Rhode Island
416,1886,RT @PIB_India: #CoronaWatch ◾ 2702742 total confirmed cases ◾ 1977779 cases cured/recovered ◾ 30941264 samples tested Here's the…,0,RT @PIB_India: #CoronaWatch ◾ 2702742 total confirmed cases ◾ 1977779 cases cured/recovered ◾ 30941264 samples tested Here's the…
2973,1095,U.S. Senator Lindsey Graham says President Trump “probably knows more about medicine and specifically viruses than any of the so-called scientists at the NIH and CDC.”,1,U.S. Senator Lindsey Graham says President Trump “probably knows more about medicine and specifically viruses than any of the so-called scientists at the NIH and CDC.”
7796,1874,White House Runs Out Of Toilet Paper https://t.co/UIVsCRZ6fj #donaldtrump #pandemic,1,White House Runs Out Of Toilet Paper https://t.co/UIVsCRZ6fj #donaldtrump #pandemic
2431,1345,75 countries which would finance the #COVID19 vaccines from their own public finance budgets partner with 90 lower-income countries that could be supported through voluntary donations. Together these countries represent over 60% of the 🌐’s population. https://t.co/BZVNdGpeLl,0,75 countries which would finance the #COVID19 vaccines from their own public finance budgets partner with 90 lower-income countries that could be supported through voluntary donations. Together these countries represent over 60% of the 🌐’s population. https://t.co/BZVNdGpeLl
4836,2060,Pandemic-driven hydroxychloroquine shortages are impacting lupus patients. https://t.co/xiKKpUivZD https://t.co/TL59tjVqJ9,0,Pandemic-driven hydroxychloroquine shortages are impacting lupus patients. https://t.co/xiKKpUivZD https://t.co/TL59tjVqJ9
564,151,There are 4 #COVID19 Govt. testing lab in #Agra #UttarPradesh. Kindly refer to the following link for details: https://t.co/SQCvfE2ZNc #COVID__19 #COVID #COVID_19 #COVIDー19 #COVID19India #Corona #coronavirus #CoronavirusIndia #CoronavirusPandemic https://t.co/nPLgGkj2yb,0,There are 4 #COVID19 Govt. testing lab in #Agra #UttarPradesh. Kindly refer to the following link for details: https://t.co/SQCvfE2ZNc #COVID__19 #COVID #COVID_19 #COVIDー19 #COVID19India #Corona #coronavirus #CoronavirusIndia #CoronavirusPandemic https://t.co/nPLgGkj2yb
2526,5986,The disaster management act in India prohibits posting messages regarding COVID-19 and would attract punishment to those who don't obey.,1,The disaster management act in India prohibits posting messages regarding COVID-19 and would attract punishment to those who don't obey.
4054,1233,BBC is a reliable news source but this image was doctored to make it look like the British outlet reported Ghislaine Maxwell is in intensive care for COVID-19. https://t.co/giQcAFaGck,1,BBC is a reliable news source but this image was doctored to make it look like the British outlet reported Ghislaine Maxwell is in intensive care for COVID-19. https://t.co/giQcAFaGck
1224,2577,The president of Guinea Bissau beat up a minister for Squandering COVID-19 funds.,1,The president of Guinea Bissau beat up a minister for Squandering COVID-19 funds.
142,2101,According to WHO no vegetarian has been affected by coronavirus because it needs animal fat in the body to survive.,1,According to WHO no vegetarian has been affected by coronavirus because it needs animal fat in the body to survive.
4401,808,Coronavirus: Common colds 'may account for some reported COVID-19 cases' PHE survey says https://t.co/NQrOR8LEIB,0,Coronavirus: Common colds 'may account for some reported COVID-19 cases' PHE survey says https://t.co/NQrOR8LEIB
